person,personLabel,country,countryLabel,genderLabel,wikipediaArticle
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%82,_%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6_%D0%AD%D0%BB%D0%B2%D1%83%D0%B4"
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://uk.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6_%D0%A1%D0%BC%D1%96%D1%82
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://de.wikipedia.org/wiki/George_E._Smith
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://gd.wikipedia.org/wiki/George_E._Smith
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://gl.wikipedia.org/wiki/George_E._Smith
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://he.wikipedia.org/wiki/%D7%92%27%D7%95%D7%A8%D7%92%27_%D7%A1%D7%9E%D7%99%D7%AA%27
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://hi.wikipedia.org/wiki/%E0%A4%9C%E0%A5%89%E0%A4%B0%E0%A5%8D%E0%A4%9C_%E0%A4%88_%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A4%BF%E0%A4%A5
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://hr.wikipedia.org/wiki/George_Elwood_Smith
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://hy.wikipedia.org/wiki/%D5%8B%D5%B8%D6%80%D5%BB_%D4%B7%D5%AC%D5%BE%D5%B8%D6%82%D5%A4_%D5%8D%D5%B4%D5%AB%D5%A9
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://id.wikipedia.org/wiki/George_E._Smith
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://io.wikipedia.org/wiki/George_Elwood_Smith
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://it.wikipedia.org/wiki/George_Elwood_Smith
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BBE%E3%83%BB%E3%82%B9%E3%83%9F%E3%82%B9
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://kk.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6_%D0%AD%D0%BB%D0%B2%D1%83%D0%B4_%D0%A1%D0%BC%D0%B8%D1%82
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%A7%80_E._%EC%8A%A4%EB%AF%B8%EC%8A%A4
http://www.wikidata.org/entity/Q76373,George E. Smith,http://www.wikidata.org/entity/Q30,United States,male,https://la.wikipedia.org/wiki/Georgius_Smith
