person,personLabel,country,countryLabel,genderLabel,wikipediaArticle
http://www.wikidata.org/entity/Q70307,Mark Benecke,http://www.wikidata.org/entity/Q183,Germany,male,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA_%D0%91%D0%B5%D0%BD%D0%B5%D0%BA%D0%B5
http://www.wikidata.org/entity/Q70307,Mark Benecke,http://www.wikidata.org/entity/Q183,Germany,male,https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%85%8B%C2%B7%E8%B4%9D%E5%86%85%E5%85%8B
http://www.wikidata.org/entity/Q70999,Manfred von Ardenne,http://www.wikidata.org/entity/Q183,Germany,male,https://ar.wikipedia.org/wiki/%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%8A%D8%AF_%D9%81%D9%88%D9%86_%D8%A2%D8%B1%D8%AF%D9%86
http://www.wikidata.org/entity/Q70999,Manfred von Ardenne,http://www.wikidata.org/entity/Q183,Germany,male,https://en.wikipedia.org/wiki/Manfred_von_Ardenne
http://www.wikidata.org/entity/Q70999,Manfred von Ardenne,http://www.wikidata.org/entity/Q183,Germany,male,"https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B4%D0%B5%D0%BD%D0%BD%D0%B5,_%D0%9C%D0%B0%D0%BD%D1%84%D1%80%D0%B5%D0%B4_%D1%84%D0%BE%D0%BD"
http://www.wikidata.org/entity/Q70999,Manfred von Ardenne,http://www.wikidata.org/entity/Q183,Germany,male,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D1%84%D1%80%D0%B5%D0%B4_%D1%84%D0%BE%D0%BD_%D0%90%D1%80%D0%B4%D0%B5%D0%BD%D0%BD%D0%B5
http://www.wikidata.org/entity/Q70999,Manfred von Ardenne,http://www.wikidata.org/entity/Q183,Germany,male,https://bn.wikipedia.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%AB%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%A1_%E0%A6%AB%E0%A6%A8_%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8
http://www.wikidata.org/entity/Q70999,Manfred von Ardenne,http://www.wikidata.org/entity/Q183,Germany,male,https://arz.wikipedia.org/wiki/%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%8A%D8%AF_%D9%81%D9%88%D9%86_%D8%A2%D8%B1%D8%AF%D9%86
http://www.wikidata.org/entity/Q70999,Manfred von Ardenne,http://www.wikidata.org/entity/Q183,Germany,male,https://azb.wikipedia.org/wiki/%D9%85%D8%A7%D9%86%D9%81%D8%B1%D8%AF_%D9%81%D9%88%D9%86_%D8%A2%D8%B1%D8%AF%D9%86
http://www.wikidata.org/entity/Q70999,Manfred von Ardenne,http://www.wikidata.org/entity/Q183,Germany,male,https://cs.wikipedia.org/wiki/Manfred_von_Ardenne
